j_no	s_no	j_title	j_content	j_salary	j_start	j_end	j_day	j_people	j_state	j_regdate
517	244	세븐마켓 추가 알바 모집	세븐마켓은 수원 지역의 편의점 매장입니다. 행사 상품 가격표를 확인하고 손님 문의가 많은 생활용품 위치를 안내합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	11000	16:00:00	20:00:00	월,화,수	1	1	2026-08-17
518	245	굿데이편의점 추가 알바 모집	굿데이편의점은 수원 지역의 편의점 매장입니다. 택배 접수와 보관함 정리 컵라면 온수대 청결 관리까지 매장 기본 업무를 담당합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	11250	18:00:00	23:00:00	목,금,토	2	0	2026-07-08
519	246	청춘분식 추가 알바 모집	청춘분식은 수원 지역의 음식점 매장입니다. 주방과 홀 사이에서 요청 사항을 전달하고 주문 누락이 없도록 영수증을 확인합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	11500	20:00:00	02:00:00	평일	3	1	2026-06-29
520	247	소담국밥 추가 알바 모집	소담국밥은 수원 지역의 음식점 매장입니다. 포장 주문 확인과 배달 기사 전달을 보조하고 홀 바닥과 셀프 코너를 수시로 정리합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	11750	09:00:00	16:00:00	주말	4	1	2026-08-13
521	248	정든키친 추가 알바 모집	정든키친은 수원 지역의 음식점 매장입니다. 홀 좌석 안내와 주문 확인을 맡고 음식이 나오면 테이블 번호에 맞춰 정확히 전달합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	12000	11:00:00	15:00:00	월,수,금	1	1	2026-07-25
522	249	핫도그랩 추가 알바 모집	핫도그랩은 수원 지역의 패스트푸드 매장입니다. 마감 시간에는 트레이 정리 쓰레기 분리 매장 바닥 청소를 함께 진행합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	12250	13:00:00	18:00:00	화,목,토	2	1	2026-08-18
523	250	크리스피하우스 추가 알바 모집	크리스피하우스은 수원 지역의 패스트푸드 매장입니다. 키오스크 주문 번호를 확인해 픽업대에 정확히 전달하고 소스 냅킨 재고를 채웁니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	12500	15:00:00	21:00:00	월,화,수	3	1	2026-07-21
524	251	버거스팟 추가 알바 모집	버거스팟은 수원 지역의 패스트푸드 매장입니다. 피크 시간에는 음료 컵 뚜껑 포장백 준비 등 빠른 출고 보조를 담당합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	12750	17:00:00	00:00:00	목,금,토	4	1	2026-08-24
525	252	치킨웨이 추가 알바 모집	치킨웨이은 수원 지역의 패스트푸드 매장입니다. 드라이브스루 또는 배달 포장 순서를 확인하고 빠지는 메뉴가 없도록 체크합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	13000	19:00:00	23:00:00	평일	1	0	2026-07-07
526	253	소프트베이커리 추가 알바 모집	소프트베이커리은 수원 지역의 베이커리 매장입니다. 오전에는 빵 진열과 집게 트레이 정리를 맡고 오후에는 포장과 계산 보조를 담당합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	13250	21:00:00	02:00:00	주말	2	1	2026-07-23
527	254	우리빵집 추가 알바 모집	우리빵집은 수원 지역의 베이커리 매장입니다. 시식대와 계산대 주변을 정돈하고 품절된 빵 이름표를 빠르게 정리합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	13500	10:00:00	16:00:00	월,수,금	3	1	2026-07-03
528	255	브레드스퀘어 추가 알바 모집	브레드스퀘어은 수원 지역의 베이커리 매장입니다. 케이크 예약 상품을 확인하고 쇼케이스 온도와 진열 상태를 수시로 점검합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	13750	12:00:00	19:00:00	화,목,토	4	1	2026-07-25
529	256	스마일베이커리 추가 알바 모집	스마일베이커리은 수원 지역의 베이커리 매장입니다. 마감 전 남은 제품 정리와 매대 청소 포장지 재고 확인을 진행합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	14000	14:00:00	18:00:00	월,화,수	1	1	2026-07-04
530	257	스피드PC방 추가 알바 모집	스피드PC방은 수원 지역의 PC방 매장입니다. 야간에는 좌석 상태를 순회 점검하고 프린터 이용과 충전 문의를 차분히 처리합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	14250	16:00:00	21:00:00	목,금,토	2	1	2026-08-30
531	258	오로라PC 추가 알바 모집	오로라PC은 수원 지역의 PC방 매장입니다. 좌석 이용 후 키보드 마우스 헤드셋을 정리하고 간단한 조리 메뉴 주문을 준비합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	14500	18:00:00	00:00:00	평일	3	1	2026-07-05
532	259	더스크린 추가 알바 모집	더스크린은 수원 지역의 영화관 매장입니다. 상영관 청소와 3D 안경 회수 정리를 맡아 다음 회차 입장이 늦어지지 않게 준비합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	14750	20:00:00	03:00:00	주말	4	0	2026-08-01
533	260	라온영화관 추가 알바 모집	라온영화관은 수원 지역의 영화관 매장입니다. 매점에서 팝콘 음료 세트 포장을 보조하고 대기 줄이 길어지면 주문 안내를 돕습니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	10000	09:00:00	13:00:00	월,수,금	1	1	2026-08-16
534	261	포근학원 추가 알바 모집	포근학원은 수원 지역의 학원 매장입니다. 상담 예약표를 정리하고 강의 종료 후 교실 전등 냉난방 상태를 확인합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	10250	11:00:00	16:00:00	화,목,토	2	1	2026-08-17
535	262	드림스터디 추가 알바 모집	드림스터디은 수원 지역의 학원 매장입니다. 프린트물 복사와 시험지 분류를 보조하며 자습실 이용 학생을 조용히 안내합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	10500	13:00:00	19:00:00	월,화,수	3	1	2026-06-25
536	263	싱싱마트 추가 알바 모집	싱싱마트은 수원 지역의 마트 매장입니다. 입고 상품을 진열대에 채우고 가격표와 행사 스티커가 맞는지 꼼꼼히 확인합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 밝게 인사하고 정확하게 확인하는 태도를 중요하게 봅니다.	10750	15:00:00	22:00:00	목,금,토	4	1	2026-08-17
537	264	하나로마켓 추가 알바 모집	하나로마켓은 수원 지역의 마트 매장입니다. 유통기한이 가까운 상품을 분류하고 매대 앞쪽으로 상품을 보기 좋게 당겨 놓습니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	11000	17:00:00	21:00:00	평일	1	1	2026-07-25
538	265	우리동네마트 추가 알바 모집	우리동네마트은 수원 지역의 마트 매장입니다. 농산 코너와 냉장 코너 상태를 점검하고 손님이 찾는 상품 위치를 안내합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	11250	19:00:00	00:00:00	주말	2	1	2026-07-02
539	266	한빛물류센터 추가 알바 모집	한빛물류센터은 수원 지역의 물류센터 매장입니다. 안전 장갑을 착용하고 무거운 물품은 직원과 함께 이동하며 정해진 동선을 지킵니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	11500	21:00:00	03:00:00	월,수,금	3	0	2026-08-16
540	267	로지스허브 추가 알바 모집	로지스허브은 수원 지역의 물류센터 매장입니다. 출고 라인에서 지역별 박스를 구분하고 작업 통로에 물건이 쌓이지 않게 정리합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 동료와 소통하며 필요한 부분을 바로 확인하는 태도를 기대합니다.	11750	10:00:00	17:00:00	화,목,토	4	1	2026-08-24
541	268	스마트오피스 추가 알바 모집	스마트오피스은 수원 지역의 사무보조 매장입니다. 엑셀 자료 입력과 문서 스캔 파일명 정리를 맡고 전화 문의는 담당자에게 정확히 전달합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	12000	12:00:00	16:00:00	월,화,수	1	1	2026-07-06
542	269	데이터헬퍼 추가 알바 모집	데이터헬퍼은 수원 지역의 사무보조 매장입니다. 데이터 입력 후 오타를 재확인하고 완료된 문서는 폴더별로 분류합니다. 근무 중에는 정확한 확인과 깔끔한 마무리를 중요하게 보며 성실하게 오래 함께할 분을 찾습니다. 근무 시간과 기본 규칙을 잘 지킬 수 있는 분이면 좋습니다.	12250	14:00:00	19:00:00	목,금,토	2	1	2026-08-16
543	270	업무지원실 추가 알바 모집	업무지원실은 수원 지역의 사무보조 매장입니다. 계약서와 신청서류를 순서대로 정리하고 누락된 항목이 있는지 체크합니다. 정해진 시간 안에 맡은 구역을 관리하는 업무라 꼼꼼함과 시간 약속을 잘 지키는 분에게 잘 맞습니다. 처음이라도 배우려는 자세가 있으면 충분히 적응할 수 있습니다.	12500	16:00:00	22:00:00	평일	3	1	2026-07-16
544	271	스터디라이트 추가 알바 모집	스터디라이트은 수원 지역의 스터디카페 매장입니다. 야간에는 소음 민원을 확인하고 출입문 보안과 공용 공간 청결 상태를 점검합니다. 고객이 몰리는 시간에는 빠른 응대가 필요하고 마감 전에는 다음 근무자를 위한 정리까지 함께 진행합니다. 정리정돈을 좋아하고 맡은 일을 끝까지 마무리하는 분에게 잘 맞습니다.	12750	18:00:00	01:00:00	주말	4	1	2026-08-25
545	272	집중공간 추가 알바 모집	집중공간은 수원 지역의 스터디카페 매장입니다. 퇴실 좌석을 닦고 콘센트 조명 책상 상태를 점검해 다음 이용자가 바로 사용할 수 있게 합니다. 바쁜 시간대에는 역할을 나누어 움직이고 한가한 시간에는 정리와 준비 작업을 차분히 진행합니다. 손님이 많은 시간에도 침착하게 움직일 수 있는 분을 환영합니다.	13000	20:00:00	00:00:00	월,수,금	1	1	2026-08-27
